"text","retweet_count","favorite_count","Followers","Follower_Change","Num_Tweets","Year","Month","Week","Day","Hour"
"When will the Democrats give us our Attorney General and rest of Cabinet! They should be ashamed of themselves! No wonder D.C. doesn't work!",38848,179221,23003305,176310,8,2017,1,5,31,11
"Nancy Pelosi and Fake Tears Chuck Schumer held a rally  at the steps of The Supreme Court and mic did not work (a mess)-just like Dem party!",31063,152518,23003305,176310,8,2017,1,5,31,11
"The Democrats are delaying my cabinet picks for purely political reasons. They have nothing going but to obstruct. Now have an Obama A.G.",27841,127361,23003305,176310,8,2017,1,5,31,0
"The American dream is back. WeÕre going to create an environment for small business like we havenÕt had in many maÉ https://t.co/Bh7SrNEgz1",34595,176861,22826995,177595,7,2017,1,5,30,21
"Where was all the outrage from Democrats and the opposition party (the media) when our jobs were fleeing our country?",32607,163273,22826995,177595,7,2017,1,5,30,14
"I have made my decision on who I will nominate for The United States Supreme Court. It will be announced live on Tuesday at 8:00 P.M. (W.H.)",24983,127061,22826995,177595,7,2017,1,5,30,13
"If the ban were announced with a one week notice the ""bad"" would rush into our country during that week. A lot of bad ""dudes"" out there!",35502,171722,22826995,177595,7,2017,1,5,30,13
"There is nothing nice about searching for terrorists before they can enter our country. This was a big part of my campaign. Study the world!",34992,173239,22826995,177595,7,2017,1,5,30,12
"protesters and the tears of Senator Schumer. Secretary Kelly said that all is going well with very few problems. MAKE AMERICA SAFE AGAIN!",24007,133963,22826995,177595,7,2017,1,5,30,12
"Only 109 people out of 325000 were detained and held for questioning. Big problems at airports were caused by Delta computer outage.....",30965,130943,22826995,177595,7,2017,1,5,30,12
"I will be interviewed by @TheBrodyFile on @CBNNews tonight at 11pm. Enjoy!",11097,67714,22649400,135462,4,2017,1,5,29,23
"Statement Regarding Recent Executive Order Concerning Extreme Vetting: https://t.co/f6JO60I0Ul",16894,69207,22649400,135462,4,2017,1,5,29,23
"...Senators should focus their energies on ISIS illegal immigration and border security instead of always looking to start World War III.",42371,170039,22649400,135462,4,2017,1,5,29,21
"The joint statement of former presidential candidates John McCain &amp; Lindsey Graham is wrong - they are sadly weak on immigration. The two...",23764,107416,22649400,135462,4,2017,1,5,29,21
"Christians in the Middle-East have been executed in large numbers. We cannot allow this horror to continue!",59432,223856,22649400,135462,4,2017,1,5,29,15
"Our country needs strong borders and extreme vetting NOW. Look what is happening all over Europe and indeed the world - a horrible mess!",50439,218717,22649400,135462,4,2017,1,5,29,13
"Somebody with aptitude and conviction should buy the FAKE NEWS and failing @nytimes and either run it correctly or let it fold with dignity!",22256,111984,22649400,135462,4,2017,1,5,29,13
"Today we remember the crew of the Space Shuttle Challenger 31 years later. #NeverForget https://t.co/OhshQsFRfl",32623,170093,22513938,150582,7,2017,1,4,28,15
"...dwindling subscribers and readers.They got me wrong right from the beginning and still have not changed course and never will. DISHONEST",15990,105413,22513938,150582,7,2017,1,4,28,13
"Thr coverage about me in the @nytimes and the @washingtonpost gas been so false and angry that the times actually apologized to its.....",13676,79522,22513938,150582,7,2017,1,4,28,13
"The failing @nytimes has been wrong about me from the very beginning. Said I would lose the primaries then the general election. FAKE NEWS!",20740,109402,22513938,150582,7,2017,1,4,28,13
"I promise that our administration will ALWAYS have your back. We will ALWAYS be with you! https://t.co/D0aOWhOH4X",28954,149205,22363356,234216,6,2017,1,4,27,23
"Congratulations Secretary Mattis! https://t.co/mkuhbegzqS",19030,111729,22363356,234216,6,2017,1,4,27,22
"Statement on International Holocaust Remembrance Day: https://t.co/KjU0MOxCHk",10718,57833,22363356,234216,6,2017,1,4,27,20
".@VP Mike Pence will be speaking at today's #MarchForLife -- You have our full support! https://t.co/1jb53SEGV4",16032,88516,22363356,234216,6,2017,1,4,27,16
"The #MarchForLife is so important. To all of you marching --- you have my full support!",45457,184954,22363356,234216,6,2017,1,4,27,16
"Mexico has taken advantage of the U.S. for long enough. Massive trade deficits &amp; little help on the very weak border must change NOW!",30604,160660,22363356,234216,6,2017,1,4,27,13
"Look forward to seeing final results of VoteStand. Gregg Phillips and crew say at least 3000000 votes were illegal. We must do better!",17319,88640,22363356,234216,6,2017,1,4,27,13
"Miami-Dade Mayor drops sanctuary policy. Right decision. Strong! https://t.co/MtPvaDC4jM",24835,112620,22129140,240517,8,2017,1,4,26,23
"Will be interviewed by @SeanHannity on @FoxNews at 10:00pm tonight. Enjoy!",10658,73559,22129140,240517,8,2017,1,4,26,23
"Spoke at the Congressional @GOP Retreat in Philadelphia PA. this afternoon w/ @VP @SenateMajLdr @SpeakerRyan. ThÉ https://t.co/ALSADGrwoe",11365,72438,22129140,240517,8,2017,1,4,26,19
"of jobs and companies lost. If Mexico is unwilling to pay for the badly needed wall then it would be better to cancel the upcoming meeting.",28106,115631,22129140,240517,8,2017,1,4,26,13
"The U.S. has a 60 billion dollar trade deficit with Mexico. It has been a one-sided deal from the beginning of NAFTA with massive numbers...",25881,106893,22129140,240517,8,2017,1,4,26,13
"Ungrateful TRAITOR Chelsea Manning who should never have been released from prison is now calling President Obama a weak leader. Terrible!",28033,128497,22129140,240517,8,2017,1,4,26,11
"Interview with David Muir of @ABC News in 10 minutes. Enjoy!",6517,53811,22129140,240517,8,2017,1,4,26,2
"@romoabcnews: .@DavidMuir first @POTUS interview since taking office.  Tonight on @ABCWorldNews @ABC2020 tonight. https://t.co/I4Vz1mRdBK",6455,44924,22129140,240517,8,2017,1,4,26,2
"As your President I have no higher duty than to protect the lives of the American people. https://t.co/o7YNUNwb8f",29219,152335,22129140,240517,8,2017,1,4,26,2
"Beginning today the United States of America gets back control of its borders. Full speech from today @DHSgov:É https://t.co/8aDaHsAhg9",23095,109885,22129140,240517,8,2017,1,4,26,0
"I will be interviewed by @DavidMuir tonight at 10 o'clock on @ABC. Will be my first interview from the White House.É https://t.co/4zuOrRdcoc",12454,75988,21888623,164835,8,2017,1,4,25,22
"I will be making my Supreme Court pick on Thursday of next week.Thank you!",21700,132199,21888623,164835,8,2017,1,4,25,12
"even those registered to vote who are dead (and many for a long time). Depending on results we will strengthen up voting procedures!",18914,107227,21888623,164835,8,2017,1,4,25,12
"I will be asking for a major investigation into VOTER FRAUD including those registered to vote in two states those who are illegal and....",26155,129979,21888623,164835,8,2017,1,4,25,12
"Big day planned on NATIONAL SECURITY tomorrow. Among many other things we will build the wall!",53949,193872,21888623,164835,8,2017,1,4,25,2
"If Chicago doesn't fix the horrible ""carnage"" going on 228 shootings in 2017 with 42 killings (up 24% from 2016) I will send in the Feds!",56038,209363,21888623,164835,8,2017,1,4,25,2
"Congratulations to @FoxNews for being number one in inauguration ratings. They were many times higher than FAKE NEWS @CNN - public is smart!",32107,162721,21888623,164835,8,2017,1,4,25,2
"Great meeting with Ford CEO Mark Fields and General Motors CEO Mary Barra at the @WhiteHouse today. https://t.co/T0eIgO6LP8",18697,101012,21888623,164835,8,2017,1,4,25,0
"Signing orders to move forward with the construction of the Keystone XL and Dakota Access pipelines in the Oval OffÉ https://t.co/aOxmfO0vOK",25694,131943,21723788,168765,1,2017,1,4,24,17
"Great meeting with automobile industry leaders at the @WhiteHouse this morning. Together we will #MAGA! https://t.co/OXdiLOkGsZ",16331,99607,21723788,168765,1,2017,1,4,24,17
"A photo delivered yesterday that will be displayed in the upper/lower press hall. Thank you Abbas! https://t.co/Uzp0ivvRp0",20939,109406,21723788,168765,1,2017,1,4,24,16
"Will be meeting at 9:00 with top automobile executives concerning jobs in America. I want new plants to be built here for cars sold here!",23743,154857,21723788,168765,1,2017,1,4,24,11
"Busy week planned with a heavy focus on jobs and national security. Top executives coming in at 9:00 A.M. to talk manufacturing in America.",26750,177839,21555023,295236,4,2017,1,4,23,11
"Peaceful protests are a hallmark of our democracy. Even if I don't always agree I recognize the rights of people to express their views.",81527,390826,21259787,314939,2,2017,1,4,22,14
"Wow television ratings just out: 31 million people watched the Inauguration 11 million more than the very good ratings from 4 years ago!",40085,217610,21259787,314939,2,2017,1,4,22,12
"Watched protests yesterday but was under the impression that we just had an election! Why didn't these people vote? Celebs hurt cause badly.",45718,213295,21259787,314939,2,2017,1,4,22,12
"Had a great meeting at CIA Headquarters yesterday packed house paid great respect to Wall long standing ovations amazing people. WIN!",16906,127677,21259787,314939,2,2017,1,4,22,12
"A fantastic day and evening in Washington D.C.Thank you to @FoxNews and so many other news outlets for the GREAT reviews of the speech!",23337,177579,20944848,471344,12,2017,1,3,21,11
"THANK YOU for another wonderful evening in Washington D.C. TOGETHER we will MAKE AMERICA GREAT AGAIN__ https://t.co/V3aoj9RUh4",52468,289942,20944848,471344,12,2017,1,3,21,4
"TO ALL AMERICANS__https://t.co/D7Es6ie4fY",16522,92002,20473504,145198,8,2017,1,3,20,18
"So to all Americans in every city near and far small and large from mountain to mountain...https://t.co/cZKkrGXLSi",14039,86467,20473504,145198,8,2017,1,3,20,18
"It is time to remember that...https://t.co/ZKyOiOor62",9139,58946,20473504,145198,8,2017,1,3,20,17
"We will follow two simple rules: BUY AMERICAN &amp; HIRE AMERICAN!#InaugurationDay #MAGA__",38092,161358,20473504,145198,8,2017,1,3,20,17
"We will bring back our jobs. We will bring back our borders. We will bring back our wealth - and we will bring back our dreams!",37458,173821,20473504,145198,8,2017,1,3,20,17
"The forgotten men and women of our country will be forgotten no longer. From this moment on itÕs going to be #AmericaFirst__",34939,148031,20473504,145198,8,2017,1,3,20,17
"January 20th 2017 will be remembered as the day the people became the rulers of this nation again.",60604,218555,20473504,145198,8,2017,1,3,20,17
"What truly matters is not which party controls our government but whether our government is controlled by the people.",42790,180394,20473504,145198,8,2017,1,3,20,17
"power from Washington D.C. and giving it back to you the American People. #InaugurationDay",18362,91143,20473504,145198,8,2017,1,3,20,17
"Today we are not merely transferring power from one Administration to another or from one party to another Ð but we are transferring...",20125,109640,20473504,145198,8,2017,1,3,20,17
"It all begins today! I will see you at 11:00 A.M. for the swearing-in. THE MOVEMENT CONTINUES - THE WORK BEGINS!",70523,268372,20473504,145198,8,2017,1,3,20,12
"Thank you for a wonderful evening in Washington D.C. #Inauguration https://t.co/a6xpFQTHj5",20770,112829,20473504,145198,8,2017,1,3,20,4
"Thank you for joining us at the Lincoln Memorial tonight- a very special evening! Together we are going to MAKE AMÉ https://t.co/OSxa3BamHs",34204,165943,20473504,145198,8,2017,1,3,20,0
"Join me at 4pm over at the Lincoln Memorial with my family!#Inauguration2017 https://t.co/GQeQpJOgWz",12297,66188,20328306,117103,10,2017,1,3,19,20
"Great Concert at 4:00 P.M. today at Lincoln Memorial. Enjoy!",8392,65389,20328306,117103,10,2017,1,3,19,20
"On my way! #Inauguration2017 https://t.co/hOuMbxGnpe",8884,56474,20328306,117103,10,2017,1,3,19,20
"the American people. I have no doubt that we will together MAKE AMERICA GREAT AGAIN!",38818,159832,20328306,117103,10,2017,1,3,19,13
"Getting ready to leave for Washington D.C. The journey begins and I will be working and fighting very hard to make it a great journey for..",25639,150003,20328306,117103,10,2017,1,3,19,13
"It wasn't Donald Trump that divided this country this country has been divided for a long time! Stated today by Reverend Franklin Graham.",27797,125166,20328306,117103,10,2017,1,3,19,12
"Thank you to our amazing Wounded Warriors for their service. It was an honor to be with them tonight in D.C.É https://t.co/Qj5cpfaykD",16320,82131,20328306,117103,10,2017,1,3,19,4
"Great seeing @TheLeeGreenwood  and Kimberly at this evenings VP dinner! #GodBlessTheUSA https://t.co/SxVmaWvOFT",10083,64810,20328306,117103,10,2017,1,3,19,1
"Looking forward to a speedy recovery for George and Barbara Bush both hospitalized. Thank you for your wonderful letter!",21141,135864,20211203,112059,10,2017,1,3,18,22
"Writing my inaugural address at the Winter White House Mar-a-Lago three weeks ago. Looking forward to Friday.É https://t.co/J0ojOXjrga",21051,107464,20211203,112059,10,2017,1,3,18,17
